"";"SCHOOLID";"SEX";"PPED";"REPEAT";"MSESC"
"1954";70102;0;1;0;0,19
"1955";70102;0;1;0;0,19
"1956";70102;0;1;0;0,19
"1957";70102;0;1;0;0,19
"1958";70102;0;1;0;0,19
"1959";70102;0;1;0;0,19
"1960";70102;0;1;0;0,19
"1961";70102;0;1;0;0,19
"1962";70102;0;1;0;0,19
"1963";70102;0;1;0;0,19
"1964";70102;0;1;0;0,19
"1965";70102;0;1;0;0,19
"1966";70102;0;1;0;0,19
"1967";70102;1;0;0;0,19
"1968";70102;1;1;0;0,19
"1969";70102;1;1;0;0,19
"1970";70102;1;1;0;0,19
"1971";70102;1;1;0;0,19
"1972";70102;1;1;0;0,19
"1973";70102;1;1;0;0,19
"1974";70102;1;1;0;0,19
"1975";70102;1;1;0;0,19
"1976";70102;1;1;0;0,19
"1977";70102;1;1;0;0,19
"1978";70102;1;1;0;0,19
"1979";70102;1;1;0;0,19
"1980";70102;1;1;0;0,19
"1981";70102;1;1;1;0,19
"1982";70103;0;0;0;NA
"1983";70103;0;0;0;NA
"1984";70103;0;0;0;NA
"1985";70103;0;0;0;NA
"1986";70103;0;0;1;NA
"1987";70103;0;1;0;NA
"1988";70103;0;1;0;NA
"1989";70103;0;1;0;NA
"1990";70103;1;0;1;NA
"1991";70103;1;1;0;NA
"1992";70103;1;1;0;NA
"1993";70104;0;0;0;-0,16
"1994";70104;0;0;0;-0,16
"1995";70104;0;0;1;-0,16
"1996";70104;0;1;0;-0,16
"1997";70104;0;1;0;-0,16
"1998";70104;0;1;0;-0,16
"1999";70104;0;1;0;-0,16
"2000";70104;0;1;1;-0,16
"2001";70104;0;1;1;-0,16
"2002";70104;0;1;1;-0,16
"2003";70104;1;0;0;-0,16
"2004";70104;1;1;0;-0,16
"2005";70104;1;1;0;-0,16
"2006";70104;1;1;0;-0,16
"2007";70104;1;1;0;-0,16
"2008";70104;1;1;0;-0,16
"2009";70104;1;1;0;-0,16
"2010";70104;1;1;0;-0,16
"2011";70104;1;1;0;-0,16
"2012";70104;1;1;0;-0,16
"2013";70104;1;1;0;-0,16
"2014";70104;1;1;0;-0,16
"2015";70104;1;1;1;-0,16
"2016";70105;0;0;0;0,11
"2017";70105;0;0;0;0,11
"2018";70105;0;0;1;0,11
"2019";70105;0;1;0;0,11
"2020";70105;1;1;0;0,11
"2021";70106;0;0;0;NA
"2022";70106;0;0;0;NA
"2023";70106;0;0;0;NA
"2024";70106;0;0;0;NA
"2025";70106;0;0;0;NA
"2026";70106;0;0;0;NA
"2027";70106;0;1;0;NA
"2028";70106;0;1;0;NA
"2029";70106;0;1;0;NA
"2030";70106;0;1;0;NA
"2031";70106;0;1;0;NA
"2032";70106;0;1;0;NA
"2033";70106;0;1;0;NA
"2034";70106;0;1;0;NA
"2035";70106;0;1;0;NA
"2036";70106;0;1;0;NA
"2037";70106;0;1;0;NA
"2038";70106;0;1;0;NA
"2039";70106;0;1;0;NA
"2040";70106;0;1;0;NA
"2041";70106;0;1;1;NA
"2042";70106;1;0;0;NA
"2043";70106;1;0;0;NA
"2044";70106;1;0;0;NA
"2045";70106;1;0;0;NA
"2046";70106;1;0;0;NA
"2047";70106;1;0;1;NA
"2048";70106;1;1;0;NA
"2049";70106;1;1;1;NA
"2050";70107;0;0;0;0,03
"2051";70107;0;0;0;0,03
"2052";70107;0;1;0;0,03
"2053";70107;0;1;0;0,03
"2054";70107;0;1;0;0,03
"2055";70107;0;1;0;0,03
"2056";70107;0;1;0;0,03
"2057";70107;0;1;0;0,03
"2058";70107;0;1;1;0,03
"2059";70107;0;1;1;0,03
"2060";70107;1;0;1;0,03
"2061";70107;1;1;0;0,03
"2062";70107;1;1;0;0,03
"2063";70107;1;1;0;0,03
"2064";70107;1;1;0;0,03
"2065";70107;1;1;0;0,03
"2066";70107;1;1;0;0,03
"2067";70107;1;1;0;0,03
"2068";70107;1;1;0;0,03
"2069";70107;1;1;0;0,03
"2070";70107;1;1;1;0,03
"2071";70108;0;0;0;NA
"2072";70108;0;1;0;NA
"2073";70108;0;1;0;NA
"2074";70108;0;1;0;NA
"2075";70108;0;1;0;NA
"2076";70108;0;1;1;NA
"2077";70108;0;1;1;NA
"2078";70108;0;1;1;NA
"2079";70108;0;1;1;NA
"2080";70108;0;1;1;NA
"2081";70108;0;1;1;NA
"2082";70108;1;0;1;NA
"2083";70108;1;0;1;NA
"2084";70108;1;0;1;NA
"2085";70108;1;1;0;NA
"2086";70108;1;1;0;NA
"2087";70108;1;1;0;NA
"2088";70108;1;1;0;NA
"2089";70108;1;1;0;NA
"2090";70108;1;1;0;NA
"2091";70108;1;1;0;NA
"2092";70108;1;1;0;NA
"2093";70108;1;1;1;NA
"2094";70108;1;1;1;NA
"2095";70108;1;1;1;NA
"2096";70209;0;1;0;0,13
"2097";70209;0;1;0;0,13
"2098";70209;0;1;0;0,13
"2099";70209;0;1;0;0,13
"2100";70209;0;1;0;0,13
"2101";70209;0;1;0;0,13
"2102";70209;0;1;0;0,13
"2103";70209;0;1;0;0,13
"2104";70209;0;1;1;0,13
"2105";70209;1;0;0;0,13
"2106";70209;1;1;0;0,13
"2107";70209;1;1;0;0,13
"2108";70209;1;1;0;0,13
"2109";70209;1;1;0;0,13
"2110";70209;1;1;0;0,13
"2111";70209;1;1;0;0,13
"2112";70209;1;1;0;0,13
"2113";70209;1;1;0;0,13
"2114";70209;1;1;0;0,13
"2115";70209;1;1;0;0,13
"2116";70209;1;1;0;0,13
"2117";70209;1;1;0;0,13
"2118";70209;1;1;1;0,13
"2119";70209;1;1;1;0,13
"2120";70209;1;1;1;0,13
"2121";70210;0;1;0;1,3
"2122";70210;0;1;0;1,3
"2123";70210;0;1;0;1,3
"2124";70210;0;1;0;1,3
"2125";70210;0;1;0;1,3
"2126";70210;0;1;0;1,3
"2127";70210;1;1;0;1,3
"2128";70210;1;1;0;1,3
"2129";70210;1;1;0;1,3
"2130";70210;1;1;0;1,3
"2131";70210;1;1;0;1,3
"2132";70210;1;1;0;1,3
"2133";70211;0;0;0;0,4
"2134";70211;0;0;0;0,4
"2135";70211;0;1;0;0,4
"2136";70211;0;1;0;0,4
"2137";70211;0;1;0;0,4
"2138";70211;0;1;0;0,4
"2139";70211;0;1;0;0,4
"2140";70211;0;1;0;0,4
"2141";70211;0;1;1;0,4
"2142";70211;1;0;0;0,4
"2143";70211;1;1;0;0,4
"2144";70211;1;1;0;0,4
"2145";70211;1;1;0;0,4
"2146";70211;1;1;0;0,4
"2147";70211;1;1;0;0,4
"2148";70211;1;1;0;0,4
"2149";70211;1;1;0;0,4
"2150";70211;1;1;0;0,4
"2151";70211;1;1;0;0,4
"2152";70211;1;1;0;0,4
"2153";70211;1;1;0;0,4
"2154";70212;0;1;0;0,45
"2155";70212;0;1;0;0,45
"2156";70212;0;1;0;0,45
"2157";70212;0;1;0;0,45
"2158";70212;0;1;0;0,45
"2159";70212;0;1;0;0,45
"2160";70212;0;1;0;0,45
"2161";70212;0;1;0;0,45
"2162";70212;0;1;0;0,45
"2163";70212;0;1;0;0,45
"2164";70212;1;0;0;0,45
"2165";70212;1;0;0;0,45
"2166";70212;1;0;0;0,45
"2167";70213;0;0;0;0,19
"2168";70213;0;0;0;0,19
"2169";70213;0;0;1;0,19
"2170";70213;0;1;0;0,19
"2171";70213;0;1;0;0,19
"2172";70213;0;1;0;0,19
"2173";70213;0;1;0;0,19
"2174";70213;0;1;0;0,19
"2175";70213;0;1;0;0,19
"2176";70213;0;1;0;0,19
"2177";70213;1;0;0;0,19
"2178";70213;1;0;0;0,19
"2179";70213;1;0;1;0,19
"2180";70213;1;1;0;0,19
"2181";70213;1;1;0;0,19
"2182";70213;1;1;0;0,19
"2183";70213;1;1;0;0,19
"2184";70213;1;1;0;0,19
"2185";70213;1;1;0;0,19
"2186";70213;1;1;0;0,19
"2187";70213;1;1;0;0,19
"2188";70213;1;1;0;0,19
"2189";70213;1;1;0;0,19
"2190";70213;1;1;0;0,19
"2191";70213;1;1;0;0,19
"2192";70213;1;1;0;0,19
"2193";70213;1;1;0;0,19
"2194";70213;1;1;0;0,19
"2195";70213;1;1;0;0,19
"2196";70213;1;1;0;0,19
"2197";80101;0;0;0;0,14
"2198";80101;0;0;0;0,14
"2199";80101;0;0;0;0,14
"2200";80101;0;0;0;0,14
"2201";80101;0;0;0;0,14
"2202";80101;0;1;0;0,14
"2203";80101;0;1;0;0,14
"2204";80101;0;1;0;0,14
"2205";80101;0;1;0;0,14
"2206";80101;0;1;0;0,14
"2207";80101;0;1;0;0,14
"2208";80101;0;1;0;0,14
"2209";80101;1;0;0;0,14
"2210";80101;1;0;0;0,14
"2211";80101;1;0;0;0,14
"2212";80101;1;0;0;0,14
"2213";80101;1;0;0;0,14
"2214";80101;1;0;0;0,14
"2215";80101;1;0;0;0,14
"2216";80101;1;1;0;0,14
"2217";80101;1;1;0;0,14
"2218";80101;1;1;0;0,14
"2219";80101;1;1;0;0,14
"2220";80101;1;1;0;0,14
"2221";80101;1;1;0;0,14
"2222";80101;1;1;0;0,14
"2223";80102;0;1;0;0,6
"2224";80102;0;1;0;0,6
"2225";80102;0;1;0;0,6
"2226";80102;0;1;0;0,6
"2227";80102;0;1;0;0,6
"2228";80102;0;1;0;0,6
"2229";80102;0;1;0;0,6
"2230";80102;0;1;0;0,6
"2231";80102;0;1;0;0,6
"2232";80102;0;1;1;0,6
"2233";80102;1;0;0;0,6
"2234";80102;1;1;0;0,6
"2235";80102;1;1;0;0,6
"2236";80102;1;1;0;0,6
"2237";80102;1;1;0;0,6
"2238";80102;1;1;0;0,6
"2239";80102;1;1;0;0,6
"2240";80102;1;1;0;0,6
"2241";80102;1;1;0;0,6
"2242";80102;1;1;0;0,6
"2243";80102;1;1;0;0,6
"2244";80102;1;1;0;0,6
"2245";80102;1;1;0;0,6
"2246";80102;1;1;1;0,6
"2247";80102;1;1;1;0,6
"2248";80102;1;1;1;0,6
"2249";80102;1;1;1;0,6
"2250";80102;1;1;1;0,6
"2251";80102;1;1;1;0,6
"2252";80103;0;1;0;NA
"2253";80103;0;1;0;NA
"2254";80103;0;1;0;NA
"2255";80103;0;1;0;NA
"2256";80103;0;1;0;NA
"2257";80103;0;1;0;NA
"2258";80103;0;1;0;NA
"2259";80103;0;1;0;NA
"2260";80103;0;1;0;NA
"2261";80103;0;1;0;NA
"2262";80103;0;1;1;NA
"2263";80103;1;0;0;NA
"2264";80103;1;0;0;NA
"2265";80103;1;1;0;NA
"2266";80103;1;1;0;NA
"2267";80103;1;1;0;NA
"2268";80103;1;1;0;NA
"2269";80103;1;1;0;NA
"2270";80103;1;1;0;NA
"2271";80103;1;1;0;NA
"2272";80103;1;1;0;NA
"2273";80103;1;1;0;NA
"2274";80103;1;1;0;NA
"2275";80103;1;1;0;NA
"2276";80103;1;1;0;NA
"2277";80103;1;1;0;NA
"2278";80103;1;1;0;NA
"2279";80103;1;1;1;NA
"2280";80104;0;1;0;0,14
"2281";80104;0;1;0;0,14
"2282";80104;0;1;0;0,14
"2283";80104;0;1;0;0,14
"2284";80104;0;1;0;0,14
"2285";80104;0;1;0;0,14
"2286";80104;0;1;0;0,14
"2287";80104;0;1;0;0,14
"2288";80104;0;1;0;0,14
"2289";80104;0;1;0;0,14
"2290";80104;0;1;0;0,14
"2291";80104;0;1;0;0,14
"2292";80104;1;0;0;0,14
"2293";80104;1;1;0;0,14
"2294";80104;1;1;0;0,14
"2295";80104;1;1;0;0,14
"2296";80104;1;1;0;0,14
"2297";80104;1;1;0;0,14
"2298";80104;1;1;0;0,14
"2299";80104;1;1;0;0,14
"2300";80104;1;1;0;0,14
"2301";80104;1;1;0;0,14
"2302";80104;1;1;0;0,14
"2303";80104;1;1;0;0,14
"2304";80205;0;0;0;-0,14
"2305";80205;0;0;0;-0,14
"2306";80205;0;0;1;-0,14
"2307";80205;0;0;1;-0,14
"2308";80205;0;0;1;-0,14
"2309";80205;0;0;1;-0,14
"2310";80205;0;1;0;-0,14
"2311";80205;0;1;0;-0,14
"2312";80205;0;1;0;-0,14
"2313";80205;0;1;1;-0,14
"2314";80205;1;0;0;-0,14
"2315";80205;1;0;0;-0,14
"2316";80205;1;0;0;-0,14
"2317";80205;1;0;1;-0,14
"2318";80205;1;0;1;-0,14
"2319";80205;1;0;1;-0,14
"2320";80205;1;1;0;-0,14
"2321";80205;1;1;1;-0,14
"2322";80205;1;1;1;-0,14
"2323";80205;1;1;1;-0,14
"2324";80206;0;0;0;-0,23
"2325";80206;0;0;0;-0,23
"2326";80206;0;0;0;-0,23
"2327";80206;0;0;0;-0,23
"2328";80206;0;0;0;-0,23
"2329";80206;0;0;1;-0,23
"2330";80206;0;1;0;-0,23
"2331";80206;0;1;0;-0,23
"2332";80206;0;1;0;-0,23
"2333";80206;0;1;0;-0,23
"2334";80206;0;1;0;-0,23
"2335";80206;0;1;0;-0,23
"2336";80206;0;1;1;-0,23
"2337";80206;1;0;0;-0,23
"2338";80206;1;0;0;-0,23
"2339";80206;1;0;0;-0,23
"2340";80206;1;0;1;-0,23
"2341";80206;1;0;1;-0,23
"2342";80207;0;0;0;-0,49
"2343";80207;0;0;0;-0,49
"2344";80207;0;0;0;-0,49
"2345";80207;0;0;0;-0,49
"2346";80207;0;0;1;-0,49
"2347";80207;0;0;1;-0,49
"2348";80207;0;0;1;-0,49
"2349";80207;1;0;0;-0,49
"2350";80207;1;0;0;-0,49
"2351";80207;1;0;0;-0,49
"2352";80207;1;0;0;-0,49
"2353";80207;1;0;0;-0,49
"2354";80207;1;0;0;-0,49
"2355";80207;1;0;0;-0,49
"2356";80207;1;0;0;-0,49
"2357";80207;1;1;0;-0,49
"2358";80207;1;1;0;-0,49
"2359";80208;0;0;0;NA
"2360";80208;0;0;0;NA
"2361";80208;0;0;0;NA
"2362";80208;0;0;0;NA
"2363";80208;0;0;0;NA
"2364";80208;0;0;0;NA
"2365";80208;1;0;0;NA
"2366";80208;1;0;0;NA
"2367";80208;1;0;0;NA
"2368";80208;1;0;0;NA
"2369";80208;1;0;0;NA
"2370";80208;1;0;0;NA
"2371";80208;1;0;1;NA
"2372";80209;0;0;0;-0,42
"2373";80209;0;0;0;-0,42
"2374";80209;0;0;0;-0,42
"2375";80209;0;0;0;-0,42
"2376";80209;0;0;0;-0,42
"2377";80209;0;0;0;-0,42
"2378";80209;0;0;0;-0,42
"2379";80209;0;0;1;-0,42
"2380";80209;0;0;1;-0,42
"2381";80209;0;0;1;-0,42
"2382";80209;0;0;1;-0,42
"2383";80209;0;0;1;-0,42
"2384";80209;0;0;1;-0,42
"2385";80209;0;0;1;-0,42
"2386";80209;1;0;0;-0,42
"2387";80209;1;0;0;-0,42
"2388";80209;1;0;0;-0,42
"2389";80209;1;0;0;-0,42
"2390";80209;1;0;1;-0,42
"2391";80209;1;0;1;-0,42
"2392";80209;1;0;1;-0,42
"2393";80209;1;0;1;-0,42
"2394";80209;1;0;1;-0,42
"2395";80209;1;0;1;-0,42
"2396";80209;1;0;1;-0,42
"2397";80209;1;0;1;-0,42
"2398";80210;0;0;0;-0,14
"2399";80210;0;0;0;-0,14
"2400";80210;0;0;0;-0,14
"2401";80210;0;0;0;-0,14
"2402";80210;0;1;0;-0,14
"2403";80210;0;1;0;-0,14
"2404";80210;0;1;0;-0,14
"2405";80210;0;1;0;-0,14
"2406";80210;0;1;0;-0,14
"2407";80210;0;1;0;-0,14
"2408";80210;0;1;0;-0,14
"2409";80210;0;1;0;-0,14
"2410";80210;0;1;0;-0,14
"2411";80210;0;1;0;-0,14
"2412";80210;0;1;0;-0,14
"2413";80210;0;1;0;-0,14
"2414";80210;0;1;0;-0,14
"2415";80210;1;0;0;-0,14
"2416";80210;1;1;0;-0,14
"2417";80210;1;1;0;-0,14
"2418";80210;1;1;0;-0,14
"2419";80210;1;1;1;-0,14
"2420";80211;0;0;0;-0,3
"2421";80211;0;0;1;-0,3
"2422";80211;1;0;0;-0,3
"2423";80211;1;0;0;-0,3
"2424";80211;1;0;0;-0,3
"2425";80211;1;0;0;-0,3
"2426";80211;1;0;0;-0,3
"2427";80211;1;0;0;-0,3
"2428";80211;1;0;0;-0,3
"2429";80211;1;0;0;-0,3
"2430";80211;1;0;1;-0,3
"2431";80211;1;0;1;-0,3
"2432";80211;1;0;1;-0,3
"2433";80212;0;0;0;-0,46
"2434";80212;0;0;0;-0,46
"2435";80212;0;0;0;-0,46
"2436";80212;0;0;0;-0,46
"2437";80212;0;0;0;-0,46
"2438";80212;0;0;1;-0,46
"2439";80212;1;0;0;-0,46
"2440";80212;1;0;0;-0,46
"2441";80212;1;0;0;-0,46
"2442";80212;1;0;0;-0,46
"2443";80212;1;0;0;-0,46
"2444";80212;1;0;0;-0,46
"2445";80212;1;0;0;-0,46
"2446";80212;1;0;0;-0,46
"2447";80212;1;0;0;-0,46
"2448";80212;1;0;0;-0,46
"2449";80212;1;0;0;-0,46
"2450";80212;1;0;0;-0,46
"2451";80212;1;0;0;-0,46
"2452";80213;0;0;0;-0,25
"2453";80213;0;0;0;-0,25
"2454";80213;0;0;0;-0,25
"2455";80213;0;0;0;-0,25
"2456";80213;0;0;0;-0,25
"2457";80213;0;0;0;-0,25
"2458";80213;0;0;0;-0,25
"2459";80213;0;0;1;-0,25
"2460";80213;0;1;0;-0,25
"2461";80213;0;1;0;-0,25
"2462";80213;0;1;0;-0,25
"2463";80213;0;1;0;-0,25
"2464";80213;0;1;0;-0,25
"2465";80213;0;1;0;-0,25
"2466";80213;1;0;0;-0,25
"2467";80213;1;0;0;-0,25
"2468";80213;1;0;0;-0,25
"2469";80213;1;1;0;-0,25
"2470";80213;1;1;0;-0,25
"2471";80213;1;1;0;-0,25
"2472";80213;1;1;0;-0,25
"2473";80314;0;0;0;NA
"2474";80314;0;0;0;NA
"2475";80314;0;0;0;NA
"2476";80314;0;0;0;NA
"2477";80314;0;0;0;NA
"2478";80314;0;0;0;NA
"2479";80314;0;0;0;NA
"2480";80314;0;0;0;NA
"2481";80314;0;0;0;NA
"2482";80314;0;0;1;NA
"2483";80314;0;0;1;NA
"2484";80314;1;0;0;NA
"2485";80314;1;0;0;NA
"2486";80314;1;0;0;NA
"2487";80314;1;0;0;NA
"2488";80314;1;0;0;NA
"2489";80314;1;0;0;NA
"2490";80314;1;0;1;NA
"2491";80314;1;0;1;NA
"2492";80314;1;0;1;NA
"2493";80314;1;0;1;NA
"2494";80314;1;0;1;NA
"2495";80314;1;0;1;NA
"2496";80314;1;0;1;NA
"2497";80315;0;1;0;0,08
"2498";80315;0;1;0;0,08
"2499";80315;0;1;0;0,08
"2500";80315;0;1;0;0,08
"2501";80315;0;1;0;0,08
"2502";80315;0;1;0;0,08
"2503";80315;0;1;0;0,08
"2504";80315;0;1;0;0,08
"2505";80315;0;1;0;0,08
"2506";80315;0;1;0;0,08
"2507";80315;0;1;1;0,08
"2508";80315;0;1;1;0,08
"2509";80315;1;1;0;0,08
"2510";80315;1;1;0;0,08
"2511";80315;1;1;0;0,08
"2512";80315;1;1;0;0,08
"2513";80315;1;1;0;0,08
"2514";80315;1;1;0;0,08
"2515";80315;1;1;0;0,08
"2516";80315;1;1;0;0,08
"2517";80315;1;1;0;0,08
"2518";80315;1;1;0;0,08
"2519";80315;1;1;1;0,08
"2520";80315;1;1;1;0,08
"2521";80315;1;1;1;0,08
"2522";80315;1;1;1;0,08
"2523";80316;0;0;0;-0,13
"2524";80316;0;0;0;-0,13
"2525";80316;0;0;0;-0,13
"2526";80316;0;0;0;-0,13
"2527";80316;0;0;0;-0,13
"2528";80316;0;0;1;-0,13
"2529";80316;0;1;0;-0,13
"2530";80316;0;1;0;-0,13
"2531";80316;0;1;0;-0,13
"2532";80316;0;1;0;-0,13
"2533";80316;0;1;0;-0,13
"2534";80316;1;0;0;-0,13
"2535";80316;1;0;0;-0,13
"2536";80316;1;0;0;-0,13
"2537";80316;1;0;0;-0,13
"2538";80316;1;0;0;-0,13
"2539";80316;1;0;0;-0,13
"2540";80316;1;0;0;-0,13
"2541";80316;1;0;0;-0,13
"2542";80316;1;0;0;-0,13
"2543";80316;1;0;0;-0,13
"2544";80316;1;0;0;-0,13
"2545";80316;1;0;1;-0,13
"2546";80316;1;1;0;-0,13
"2547";80316;1;1;0;-0,13
"2548";80316;1;1;0;-0,13
"2549";80317;0;0;0;NA
"2550";80317;0;0;0;NA
"2551";80317;0;0;0;NA
"2552";80317;0;0;1;NA
"2553";80317;0;0;1;NA
"2554";80317;0;1;0;NA
"2555";80317;0;1;0;NA
"2556";80317;0;1;0;NA
"2557";80317;0;1;0;NA
"2558";80317;1;0;0;NA
"2559";80317;1;0;1;NA
"2560";80317;1;1;0;NA
"2561";80317;1;1;0;NA
"2562";80317;1;1;0;NA
"2563";80317;1;1;0;NA
"2564";80317;1;1;0;NA
"2565";80317;1;1;0;NA
"2566";80317;1;1;1;NA
"2567";80317;1;1;1;NA
"2568";80317;1;1;1;NA
"2569";80318;0;0;0;0,15
"2570";80318;0;0;0;0,15
"2571";80318;0;0;0;0,15
"2572";80318;0;0;0;0,15
"2573";80318;0;0;0;0,15
"2574";80318;0;0;1;0,15
"2575";80318;0;0;1;0,15
"2576";80318;0;0;1;0,15
"2577";80318;0;1;0;0,15
"2578";80318;0;1;0;0,15
"2579";80318;0;1;1;0,15
"2580";80318;0;1;1;0,15
"2581";80318;0;1;1;0,15
"2582";80318;1;0;0;0,15
"2583";80318;1;0;0;0,15
"2584";80318;1;0;0;0,15
"2585";80318;1;0;0;0,15
"2586";80318;1;0;0;0,15
"2587";80318;1;0;0;0,15
"2588";80318;1;0;1;0,15
"2589";80318;1;0;1;0,15
"2590";80318;1;0;1;0,15
"2591";80318;1;0;1;0,15
"2592";80318;1;0;1;0,15
"2593";80318;1;1;0;0,15
"2594";80318;1;1;0;0,15
"2595";80318;1;1;0;0,15
"2596";80318;1;1;1;0,15
"2597";80318;1;1;1;0,15
"2598";80319;0;1;0;-0,05
"2599";80319;0;1;0;-0,05
"2600";80319;0;1;0;-0,05
"2601";80319;0;1;0;-0,05
"2602";80319;0;1;0;-0,05
"2603";80319;0;1;0;-0,05
"2604";80319;0;1;1;-0,05
"2605";80319;0;1;1;-0,05
"2606";80319;1;0;0;-0,05
"2607";80319;1;0;1;-0,05
"2608";80319;1;1;0;-0,05
"2609";80319;1;1;0;-0,05
"2610";80319;1;1;0;-0,05
"2611";80319;1;1;1;-0,05
"2612";80320;0;0;0;-0,51
"2613";80320;0;0;0;-0,51
"2614";80320;0;0;1;-0,51
"2615";80320;0;0;1;-0,51
"2616";80320;0;0;1;-0,51
"2617";80320;0;0;1;-0,51
"2618";80320;0;1;0;-0,51
"2619";80320;0;1;0;-0,51
"2620";80320;0;1;0;-0,51
"2621";80320;0;1;1;-0,51
"2622";80320;1;0;0;-0,51
"2623";80320;1;0;0;-0,51
"2624";80320;1;0;0;-0,51
"2625";80320;1;0;1;-0,51
"2626";80320;1;0;1;-0,51
"2627";80320;1;0;1;-0,51
"2628";80320;1;1;0;-0,51
"2629";80320;1;1;0;-0,51
"2630";80320;1;1;0;-0,51
"2631";80320;1;1;0;-0,51
"2632";80320;1;1;0;-0,51
"2633";80320;1;1;1;-0,51
"2634";80422;0;0;0;-0,31
"2635";80422;0;0;1;-0,31
"2636";80422;0;1;0;-0,31
"2637";80422;0;1;0;-0,31
"2638";80422;0;1;0;-0,31
"2639";80422;0;1;0;-0,31
"2640";80422;0;1;0;-0,31
"2641";80422;0;1;1;-0,31
"2642";80422;1;1;0;-0,31
"2643";80422;1;1;0;-0,31
"2644";80422;1;1;0;-0,31
"2645";80422;1;1;0;-0,31
"2646";80422;1;1;0;-0,31
"2647";80422;1;1;1;-0,31
"2648";80422;1;1;1;-0,31
"2649";80422;1;1;1;-0,31
"2650";80423;0;0;0;-0,21
"2651";80423;0;0;0;-0,21
"2652";80423;0;0;0;-0,21
"2653";80423;0;0;0;-0,21
"2654";80423;0;0;0;-0,21
"2655";80423;0;0;0;-0,21
"2656";80423;0;0;0;-0,21
"2657";80423;0;0;0;-0,21
"2658";80423;0;0;0;-0,21
"2659";80423;0;0;0;-0,21
"2660";80423;0;0;1;-0,21
"2661";80423;1;0;0;-0,21
"2662";80423;1;0;0;-0,21
"2663";80423;1;0;0;-0,21
"2664";80423;1;0;0;-0,21
"2665";80423;1;0;0;-0,21
"2666";80423;1;0;0;-0,21
"2667";80423;1;0;1;-0,21
"2668";80424;0;0;0;-0,34
"2669";80424;0;0;0;-0,34
"2670";80424;0;0;0;-0,34
"2671";80424;0;0;0;-0,34
"2672";80424;0;0;0;-0,34
"2673";80424;0;0;0;-0,34
"2674";80424;1;0;0;-0,34
"2675";80424;1;0;0;-0,34
"2676";80424;1;0;0;-0,34
"2677";80424;1;0;0;-0,34
"2678";80424;1;0;1;-0,34
"2679";80424;1;0;1;-0,34
"2680";80424;1;0;1;-0,34
"2681";80424;1;0;1;-0,34
"2682";80424;1;1;0;-0,34
"2683";80425;0;0;0;-0,47
"2684";80425;0;0;0;-0,47
"2685";80425;0;0;0;-0,47
"2686";80425;0;0;0;-0,47
"2687";80425;0;0;0;-0,47
"2688";80425;0;0;0;-0,47
"2689";80425;0;0;0;-0,47
"2690";80425;0;0;0;-0,47
"2691";80425;0;0;1;-0,47
"2692";80425;0;1;0;-0,47
"2693";80425;0;1;0;-0,47
"2694";80425;0;1;0;-0,47
"2695";80425;0;1;0;-0,47
"2696";80425;1;0;0;-0,47
"2697";80425;1;0;0;-0,47
"2698";80425;1;0;0;-0,47
"2699";80425;1;0;1;-0,47
"2700";80425;1;0;1;-0,47
"2701";80425;1;1;0;-0,47
"2702";80425;1;1;0;-0,47
"2703";80426;0;0;0;NA
"2704";80426;0;0;1;NA
"2705";80426;0;0;1;NA
"2706";80426;0;0;1;NA
"2707";80426;0;1;0;NA
"2708";80426;0;1;0;NA
"2709";80426;0;1;0;NA
"2710";80426;0;1;0;NA
"2711";80426;0;1;0;NA
"2712";80426;1;0;0;NA
"2713";80426;1;0;1;NA
"2714";80426;1;0;1;NA
"2715";80426;1;0;1;NA
"2716";80426;1;0;1;NA
"2717";80426;1;1;0;NA
"2718";80426;1;1;0;NA
"2719";80426;1;1;0;NA
"2720";80426;1;1;0;NA
"2721";80426;1;1;0;NA
"2722";80427;0;0;0;-0,28
"2723";80427;0;1;0;-0,28
"2724";80427;0;1;0;-0,28
"2725";80427;0;1;0;-0,28
"2726";80427;0;1;0;-0,28
"2727";80427;0;1;0;-0,28
"2728";80427;0;1;0;-0,28
"2729";80427;0;1;0;-0,28
"2730";80427;0;1;0;-0,28
"2731";80427;0;1;0;-0,28
"2732";80427;0;1;1;-0,28
"2733";80427;0;1;1;-0,28
"2734";80427;0;1;1;-0,28
"2735";80427;0;1;1;-0,28
"2736";80427;0;1;1;-0,28
"2737";80427;1;1;0;-0,28
"2738";80427;1;1;0;-0,28
"2739";80427;1;1;0;-0,28
"2740";80427;1;1;0;-0,28
"2741";80427;1;1;0;-0,28
"2742";80427;1;1;1;-0,28
"2743";80427;1;1;1;-0,28
"2744";80427;1;1;1;-0,28
"2745";80427;1;1;1;-0,28
"2746";80427;1;1;1;-0,28
"2747";80427;1;1;1;-0,28
"2748";80427;1;1;1;-0,28
"2749";80428;0;0;0;NA
"2750";80428;0;1;0;NA
"2751";80428;0;1;0;NA
"2752";80428;0;1;0;NA
"2753";80428;1;0;0;NA
"2754";80428;1;0;0;NA
"2755";80428;1;0;1;NA
"2756";80428;1;0;1;NA
"2757";80428;1;0;1;NA
"2758";80428;1;0;1;NA
"2759";80428;1;0;1;NA
"2760";80428;1;1;0;NA
"2761";80428;1;1;0;NA
"2762";80428;1;1;0;NA
"2763";80428;1;1;0;NA
"2764";90101;0;0;0;0,58
"2765";90101;0;0;0;0,58
